User_ID,Description,Browser_Used,Device_Used,Is_Response
id10697,"After staying there I now agree with other reviewers that this is a good hotel if you are only going to be in town for a few days I was there for a week and that was too long. I purchased a club level room, which is on the --st or --nd floor of the tower buliding and you get a lot of perks with that as well. 
When I arrived I had to wait over - hours for my room becuase the person that was staying in my assigned room had not bothered to check out yet. They offered me a room on a lower level but I would still get the club benefits but I decided to wait for the room I paid for not some lower level replacement. The staff also told me that a different club level room was available and that it would be -- minutes so that the staff could clean it so I took this option. An hour later I approached the desk for the third time and was given room keys and sent on my way. 
The club room on the --nd floor is nice but is not all that exciting to be honest, it has great views and has complimentary snacks and drinks as well as breakfast and dinner snacks but not enough nor quality enough to warrant what I paid to stay there.
About the thrid day into my vacation I decided to go and see what the breakfast in the club room had and arrived in time to see dirty plates everywhere and to find out that I was too late. After inquiring more information from the staff member that was up there I learned that upon check in I should have been given a welcome letter explaing all of this and vouchers for the restaraunt in the lobby as well. I went down to the front desk and explained my grief about not being informed. I was then given the welcome letter and some vouchers I was technically owed so all in all they did not really give me anything extra. Also I leanred from the club room staff memeber that the room would be closed for the next week which I was NOT AT ALL INFORMED ABOUT! This was truly upsetting. 
So for my trip that I paid for I got:
average staff members
below acceptable customer service
the rooms were good only becuase of the view (the rooms also had extremely firm mattresses that I was unable to sleep on and NO FRIDGE) I had to go and buy a cooler so my leftovers would not go to waste!!!
Overall I spent too much money on services and options that I did not get to use and did not get any kind of compensation for my extra expenses. 
The hotel overall is nice but they have a long way to go before I will ever conider staying there again!!!",Firefox,Desktop,not happy
id10700,"Stayed for - night as part of large meeting. Many problems, not the least of which was everyones room eys stopped working at noon each day. Rooms are large, but furnishings old. Curtain hooks were missing, baseboard heater covers were falling off, taps in bathroom dripped incessantly. Great fitness center, however. I would suggest staying elsewhere until someone reinvests in bringing this hotel up to the standards expected of a Sheraton.",Firefox,Desktop,not happy
id10703,"Stayed here: - july ---- - - july ----
When entering the hotel there only were two elevator doors, and a A- not pointing out to use the stairs to get to the reception at the -nd floor. Through some nasty hallways, stairways and doors we arrived at the reception. This looked fine. The only employee also had to take the phone which took a lot of her time and made us wait for a very long time to let us know our room wasn't ready yet. 
Returning a few hours later (first watched Live-) we could check in (again we had to wait very long, the receptionist got stressed more and more and got rude to people on the phone). The room had no view, was very small and had tiny beds. It also was very dusty.
The bathroom was clean, but again very clean, you could hardly sit on the toilet...
Checkout took very long again, it will also take a very long time before I will stay here again...
Well, I think it's clear, very small rooms, bad staff, high price. Just go somewhere else.",Firefox,Mobile,not happy
id10708,"Me and my fiance' decided to get away just before our wedding. Club Quarters offered a reasonable rate at a well situated locale...The good...check in was fast and the, tall, blonde haired guy working behind the desk was accomodating and super efficient...Kudos to him. Unfortunately, everything else was lacking. Rooms were of substandard condition. Due to the age of the building, the walls did not have sound proofing. The doors also were without air compressors so that they would slam when closed. I tried to take a nap about -:-- and all I could hear were kids and adults slamming doors and running around. The room also had a thermostat which would seemed to be non-functional...Me and my fiance froze our butts off even after raising the temp to its highest level. I have seen better bathrooms in -rd world hotels and no tub. My fiance got a workout moving furniture just so that she could find an outlet for her ITouch.
We then decided to go get some pizza at Bucina's(sp?) which we saw in our hotel's restaurant advertisement book. Well, I asked for directions from the girl at the front desk who circled its approximate location. In reality, all she had to say was that it was at the Club Quarters north location which was clearly on the map. Thanks for having us walk in circles for -- minutes....
At the time of our checkout, we decided to get some breakfast at the English pub next door. Don't even bother. We were hoping to get in and out fast so that we could get to the Field Museum...No such luck.. Waited for -- minutes...no service I finally had to """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""tackle"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" one of the waitresses to find out what was going on. The end result was $-.-- for orange juice I never ordered, one slice of toast with the food, the orders were wrong, and stiffed when I paid the bill because the manager said there was no change? I actually went into the hotel to tell the front desk what happened and the girl who was looking gave me a beautiful smile and a blank stare. Unfortunately, there were few restaurants open on Sunday near the hotel otherwise I would have ran for the hills. In the case of the hotel, I ran for the exit.",Google Chrome,Desktop,not happy
id10712,"Stay was okay at best. Rooms are super small and can get claustrophobic when trying to escape the rain. Wireless internet was terrible in the rooms, barely could stay connected. Room thermostat didn't work right, would either keep blowing hit air non-stop or would shut off completely so we would be either sweating or freezing. Probably will stay somewhere else next time we visit Seattle...in fact we are. Next time in February we will be at the Hyatt. 
Got a deal on Expedia,$--- including parking. I would refuse to pay anymore than that.",Edge,Mobile,not happy
id10714,"I was in Seattle on business this past week, and based on room price I decided to stay at the Doubletree at Seatac instead of where I usually stay, the Hampton Inn directly across the street. (The rate difference was a whopping $-.--). So to save $--night, I ended up paying $---night for parking (valet parking is $---night), and $--.----- hours for internet. I received one $-- coupon for any meal, but even as a Hilton Diamond member, there was no coupon for breakfast each morning. The Doubletree is okay, the restaurant and bar are nice. But unless you have a room in the Tower building with a mountain view, (and you need to be on the -th floor at least), there is absolutely nothing special about this hotel.
I will be back in Seattle next month and will galdly return to the newly remodeled Hampton Inn. The bed is wonderful, the working space is adequate, and the breakfast is complimentary for all. As for internet and parking, no extra charge.",IE,Mobile,not happy
id10720,"We spent - nights in that hotel. 
Positive Aspects: Well located, nice swimming pool, large parking
Negative Aspects: The Mexican lady at the front desk was agressive, not polite, not even answering when we were asking a question. She gave us a room under the standard we had paid for. Each time we were asking something we had an agressive answer (if answer was given) and very dark looking at us. 
I think that people like her shouldn't work in commercial activity if they don't respect a minimum
customers.
The place does not look safe, I wouldn't advise it for families. 
Regards,",Mozilla Firefox,Tablet,not happy
id10733,"When it comes to midtown Manhattan there are plenty of options. The Benjamin is trying to stand out as a boutique hotel, but the quality of service does not justify the extra cost. Our room wasn't very clean (lots of dust on the TV and the frames, hair in the bathroom). 
The room was pretty small (even to NY standards) but we had a great balcony with view over midtown and the Waldorf. 
The restaurant, The National, was excellent. The problem was again the service, slow and not very professional.",Mozilla,Tablet,not happy
id10734,"The Sheraton is definitely located in the heart of it all but I was a bit disappointed in the facility itself. As others have stated on this board, the facility is dated. The pictures on Sheraton's website must have been taken right after the renovation was done. The carpeting was worn and unraveling in parts. We had a gorgeous view of Monument Circle but the room window was fogged up either between the panes or very dirty on the outside. The light fixtures and bath fan were also in need of a good cleaning. My real disappointment was with the rooftop pool. The website portrayed the pool area as very nice and beautiful. In reality, it is nothing more than a concrete hole in a vast concrete roof with a few chairs scattered about.
On the plus side, the woman that waited on me during my stay was one of the nicest, most professional front desk people I have ever encountered.",Edge,Mobile,not happy
id10735,"We had reserved our room for five days, however we checked out after the first night. Let me first state the good things about this hotel. It has an incredible view of the city and the location can't be beat. These two things were not enough to make us stay in our room which had definitely seen better days. The bed actually sagged in the middle, not terribly, but enough to indicate that it was old and should be replaced. The carpets appeared worn as did everything else. There was a huge cigarette burn mark on the bathroom counter. Hopefully they will renovate when the new tower is finished.",Firefox,Tablet,not happy
id10737,"Nice Location, - mile from Airport. good value if you just wanna stay overnight for a Early Morning Flight. They have a free Shuttle that runs every half hour to Airport. You can also park in the lot for $-.-- a day. Ruby Tuesday is the only place near for a bite to eat, within Walking distance.",Firefox,Tablet,not happy
id10739,The bed was extremely uncomfortable - hard as a rock. Intresting they try to promote the sale of their bed linens like some other chains. I had a junior suite but it was as cheaply furnished and decorated as a ----'s motel. Poor and general lack of lighting. $-.-- morning cup of coffee at a serve yourself bar by a money anticipated type. The location is excellent but hotel quality and comfort really lacked. Have done much better in Chicago for the same money and location.,Edge,Desktop,not happy
id10743,"I am not a complainer, BUT this was nowhere I would stay ever again. VERY SMALL HOTEL, SMALL ROOM , Terrible view. We had such a small window in our room that faced steel emergency stairs on the outside. the house keeping ladies were so loud the entire time they cleaned, banging door, vacuum, banging noises. We also had a housekeeper ask us for our room number - times In row so she could clean our room. I explained to her we just got here and our room was fine. She insisted we give her the room number. I felt that was so very weird and creepy. I notified front desk, they didn't seem like they cared. This was not a cozy feeling hotel either. Cheap rates, I guess you get what you pay for. Will never stay here again.",Edge,Desktop,not happy
id10744,"I'm a member of Starwood Preferred Guest, so always look for a Sheraton or Westin when I take trips so I can use the points. This looks like a pretty new Westin and in my opinion looks like the nicest hotel in downtown Memphis - not counting the historic Peabody of course. 
One thing that drives me crazy is how much you have to park at hotels. They charge $-- - day to park in their garage. I used points, but this isn't a cheap hotel, and it seems like the more you spend for a room at some places, the more they keep getting you everywhere else! 
I also am disappointed that they charge so much for breakfast. I never can understand that you can spend $-- at a Holiday Inn Express - Hampton Inn, but you still get a free breakfast. When you stay at a hotel like this- you pay $--- - night and then they want you to pay $-- for a breakfast the next morning.
The room we had was really nice. No complaints. Very spacious, with a comfortable bed, big bathroom, nice amenities and cool view overlooking the FedEx Forum and Gibson Guitar Factory. Great location -- Beale Street is just around the corner. Great place if you plan on spending a lot of time in downtown Memphis - within walking distance. 
A couple service issues - concierge was not very knowledgable in terms of restaurant recommendations. Also, I went down there to ask for some more coffee for our room, since all they had was decaf, and there was no one at the front desk for about -- minutes. I found this mind boggling. Literally no one anywhere. There was also an elevator out which made the wait for the other one pretty long. 
Other than that, it's still a really nice hotel, the people were friendly and it's a good location for downtown Memphis.",Firefox,Desktop,not happy
id10747,"My stay in this hotel was one of the worst experience ever. The management staff is arrogant, lobby is in under construction and I strongly suggest to avoid this locati on. 
Breakfast that they have arranged in nearby cafe is worst too. You feel like you are eating in some homeless shelter. 
Stay away.........",Edge,Mobile,not happy
id10750,"Ok well let me start off by saying they STOLE my laptop. Yeah they did the Key test and as i expected - everything came out pointing to ME. Only my key entered the room, what a coinsidence. Im not surprised. When i went to the Front desk and let them know what happened, they looked at each other as to SAY not again - they must get this alot. I still have not heard from the MANAGER or still have not gotten a detail journal from the entries to my ROOM. I believe they HAVE Theifs working for them. BEWARE - TAKE YOUR STUFF with you when you leave your room. Don't buy there EXCUSE that you must have left the door open. I am not the only VICTIM. Lets invest in some security camera on the hallways huh. This is obviously a trend among your employees.",Firefox,Desktop,not happy
id10751,"My husband and I arrived at LAX at --:-- PM from the east coast, so being very tired we were happy that we didn't have to wait more than -- minutes for the shuttle to the Super -( the driver was very friendly). Luckily I had put their number in my cell phone before we left home because our luggage pick up got moved to terminal - to one of the baggage claim areas where we had to walk about - minutes outside to get there. Upon arriving there I didn't see the courtesy phones that the hotel told me to use to call them. The hotel itself was very basic, about what you would expect from a Super -. The room was very basic, but clean and looked as if it had been recently painted. We were so tired we didn't hear any planes, but we also got up early to get started on our vacation. The breakfast was very skimpy, a few cereals and breads and pastries. No fresh fruit or yogurt , but what really bothered me was the pitcher they kept refilling with milk looked like it had not been cleaned in weeks and the lady working at the desk was not at all friendly. The plus side of this budget motel is the fact that it is right across the street from Avis Car Rental and a few blocks from Budget, which happens to be across the street from the Marriott Renaissance. We had rented from Budget and so after breakfast we just walked ( about - minutes) to the Budget lot, rented our car and drove back to the Super - and check out and were on our way! I did ask if their shuttle could drop us off at the Budget lot on it's way to the airport and was told """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""No"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" in no uncertain terms!",Mozilla,Desktop,not happy
id10755,"I'm planning a trip to NY in May and the Omni was in my top - hotels that I was researching to stay at. It's my first time to NY so I wanted to make sure I did my research when it came to hotels. I was deeply concerned about the Construction that was underway so I just called the hotel. 
I spoke with someone named Peaches who was completely unprofessional, unfriendly and rude. I understand it's -am in NY right now but you'd think that they'd have someone decent representing their hotel since that could very well be the first impression.
Anyhow she asked who I wanted to be connected to and when I told her reservations, she said they were closed until -am. Okay, that's understandable. I continue to ask her about the construction - she proceeded to talk to me like """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""I"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" was inconveniencing her and put me on hold without sayiing she was going to gather information. I thought she hung up. She picked up the line and then put me on hold again without saying anything, how do I know? Well because I heard her talking to someone else. 
She said that they would be completely finished with the construction in July and had no additional information to give me.
If this is how the customer service is going to be over the phone - I really don't think I'll be staying there. It's really horrible..I was hoping to try a new hotel.
I was wavering on the reservation due to the construction but the customer service completely threw me over the edge. I guess I'll stay somewhere else.",Firefox,Mobile,not happy
id10758,"What a beautiful hotel and AWSOME location. Right in the middle of down town San Francisco. Located on Market street, a main road through downtown, this hotel is a very old hotel but has wonderful charm. 
REMEMBER THAT THIS IS PART OF THE LUXURY COLLECTION HOTELS!!
Valet parking is VERY expensive, $-- +tax a day with in and out privledges but we never needed our car. There is NO self parking. The valet guys and the doormen were more that willing to help you with any directions that you need.
The """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""F"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" cable car will take you down to Fisherman's Warf. To pick up the car you cross Market Street to the depot. Cost is $-.-- a person and the ticket you get is usually good for - or so hours so be sure to hold onto it. The only problem with this mode of transportation is that once you get down to the Warf it is really difficult to get back. We waited over -- minutes for a car to come and finally decided to walk back. It's about a - hour walk but very, very enjoyable, just be sure to get a map form the hotel before you venture out. 
There are alot of bums in the area which was a little wierd but I guess that you get that is a big city. They really weren't a problem.
There is a lot just in the hotel area to keep you busy. The genuine cable cars run in the area which was really fun to see. Union Square is a must. Like I said before, be sure to get a street map at the hotel it will REALLY help people that have never been to the area before. 
Now to the hotel itself. Very nice but.........the sheets are AWFUL!! They felt like paper and the bed was old and VERY uncomfortable. When you are staying in a -+ star hotel and may be paying alot of money then why can't EVERYTHING be top of the line?? We are Starwood Gold members and so we were hoping for some sort of an upgrade. When we checked in we went to the preferred check in area and were told that we were given a superior king room. Cool right??? Well, wrong. When we entered the room it was a little small, understandable as to the location of this hotel and space is at a premium in the city. The room and bathroom were nice but cramped. When we looked out the window all that we could see was a part of the hotel. Brick wall with windows of other rooms. We thought if this is what gold and a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""superior"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" room (To get gold status you have to either spend $--,--- or spend -- nights in any SPG property in a years time. Not that easy.) then we wonder what a normal not updated room was like. Don't get me wrong, the room was nice, it had its small problems but it was still nice. 
Room service which we didn't use seemed VERY expensive by looking at the menu. We visited the bar, Maxfield's to have a couple of drinks. We sat at the bar and waited several minutes to get waited on. We finally ordered and they also gave us a bowl of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""snack"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" type chips. As we were sitting there enjoying ourselves we noticed that when people left they took the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""snack"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" bowls and emptied part of the chips leaving some in and then refilled them....without washing them!!!! OMG!!! We talked to a rude manager and he said that he would take care of it. So BEWARE of Maxfield's and the drinks were VERY expensive around $---- for liquor and $--- a beer. That was the only experience we had with dining. We did notice that the buffet in the morning was around $----- a person. We went to the Starbucks and the McDonalds down the street instead. There is also a Del Taco, Subway, Westfield shopping center and several other stores and restaurants in the area. Also if you are down at the Warf go to Chippino restaurant and eat. VERY GOOD!! 
Just remember that you are smack dab in downtown and this is a great location. Just beware that if you are spending a lot of money that it's not always what you think it is. You also have to remember that you basically need to add $-- a day +TAX to the room for parking. We don't think that we would stay here again as I'm sure that there are other hotels in the area that may be just as good if not better that we would investigate first. Don't be fooled by the name or the look. It was a great experience but not really worth it. 
Sorry that this review is so long but if you are about to spend the money to stay here we wanted to make sure that you know what to expect.",Firefox,Mobile,not happy
id10759,"My husband and I stayed at the Palmer House for seven nights during the Thanksgiving holiday. Let me point out that Hilton no longer owns the Palmer House - a New York outfit bought it a couple of years ago. They're undergoing a huge $--- million renovation and the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Chicago"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" charm is being killed off in favor of """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""New York-New York!!"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" No offense, but if I want to go to New York City, I'll go. 
I have stayed at the Palmer House dozens of times in the last -- years. The last time prior to this visit was in ----. We decided to give the Palmer House one more try. While the ---- visit certainly lacked lustre, this visit was awful! I remember the graciousness of the hotel. Seeing all the staff happy and better yet, happy to see you! Now - we got the distinct impression we were a bother. The bellmen (and I use the term loosely) look at you when you walk it like you're cramping their style. We saw older guests lugging their cases up the steps, while the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""bellmen"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" yacked on with eachother!! In the entire week we were there, no one opened the door for us - no one greeted us. Shame on these new owners. Don't they know the first thing about customer service? First impressions? Evidently not.
The first room they gave us had a terrible stagnant water smell coming from the bathroom drains. It was horrible and kept us up at night. Furthermore, the carpet had not been vacuumed and the bathroom floor and mirrors were not clean. We had to call housekeeping three times. Each time they would come, they didn't correct the problems! We gave up. We tried to change rooms but were told the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""We're completely sold out..."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" line. We made our reservations for this trip in July!! We're Hilton Honors members - who cares! Anyway, the next day, we changed rooms and while the room was better, we still experienced problems with water, for instance, on two mornings, the water ran brown with silt! Not good.
The restaurant """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Lockwood"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" did not open until Thanksgiving Day, despite being advertised as opening weeks before. We made reservations there for dinner several weeks prior. I must say, the retaurant is terrible!! The whole layout stinks! The ceilings are far too low, the tables are bare, no table cloths, no flowers, no candles. Stark. The flow of the restaurant is tangled at best. No one knows which way to go while making their way to the buffet, which is situated at the far end of the long and narrow restaurant. It's a zig-zig game getting to and from. Not only that, but we ate there for breakfast each morning (simply because our rate included it) and the congestion at the buffet and lack of service was miserable. There are plenty of waiters hanging about, but I don't think the manager has told them what to do yet!! No salt and pepper shakers and silverware one morning. No coffee the next morning. Funny enough, we spoke to the manager of the restaurant and he admitted to us that the restauarnt had been designed by people who had no restaurant planning experience!! No kidding. I'd avoid this place. To think the hotel closed the wonderful French Quarter Restaurant and opened this??!! Unforgivable!! One more thing about this restaurant. The weird music choice. Who wants to hear Janice Joplin while eating Thanksgiving Dinner - or any other time for that matter!! The music was awful. Rap, New Age, Rock, ect. The manager said they were playing the staff's CD's. Wwhhhhaaat??? 
For a good restaurant, try Petterino's, The South Water Kitchen (WONDERFUL!!) and Harry Caray's. There's also a Corner Bakery that serves good coffee, sandwiches and pastries.
Lastly, the decor is no longer tasteful. The lobby looks awful with a bar sticking out in the middle and massive yellow chairs obstructing the once lovely view. There are people guzzling drinks and half eaten plates of food cluttering up tables - in the lobby!! Dreadful. No relaxation there at all anymore. You cannot even walk through it. It's a circus. The carpet choice on the floors we were on -- and then -- is hideous! I describe at as the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""stone-out peacock of pinball wizardry"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". I have a feeling Potter Palmer would flip if he saw this mess!
What are these new owners thinking??? A staff member told us the new owners also bought the old Carson Pirie Scott building directly across the street, which closed in February. I shutter to think.....
Well, with Marshall Field's selling out to Macy's, Carson's closed the Berghoff Restaurant closed, Trader Vic's closed and now the Palmer House in complete shambles...... Chicago is sinking fast. We sure hate to see it go..... What's next, are they going to raze Wrigley Field now? They seem to be the last man standing. Good-bye Chicago.
We did decide on one thing. No more Hilton Hotels for us. Even though Hilton no longer owns the Palmer House, their name is still attached. We're sticking with Marriott, who is fabulous. (We made the switch after our Palmer House trip three years ago)
There are plenty of hotel choices in Chicago. We stayed at the Marriott Renaissance last year and it was great. If we ever get up the nerve to come back to Chicago, that's where we'll be staying.",Edge,Mobile,not happy
id10761,"Beds felt like a brick. The toilets flushing on the --nd floor can be heard n the --st. The pipes are old so when people shower early in the morning it sounds like siren. Woke me up every morning around -. Rooms are old and feeli like they need an upgrade. Gym is good and well equipped. Concierge level was crowded so did not use it after the first visit as it took me -- minutes to get a drink. The view restaurant food is ok but not worth --- dollars. I won't be staying here again as it was unpleasant. Room service food is expensive and poor quality. I'm a loyal Marriott gold member, but this feels like a old Courtyard so for those expecting JW quality you are going to be very unhappy.",Mozilla Firefox,Tablet,not happy
id10764,"This is my second stay in the dream downtown. I will rate my first visit as decent, I got a good deal and the location is fabulous. I decided I could overlook the intense club-like vibe and overwhelming cologne smell in the lobby... because who doesn't want to stay in a spaceship for a few nights? 
Then came my second visit, two words: bad dream. First of all, a warning: If you value sleep do not stay on the --th floor. There is a club on the --th and you can count on the noise going until at least -:--am (I should note, I am not a light sleeper). Today, after a long day of meetings I was looking forward to coming up to my room to relax, NOT SO FAST! Guess what? The walls are paper thin! You idiot, you just moved to the fourth floor but you had better pray that your neighbors are quiet and go to bed at a reasonable hour, or that you have the same taste in music. If like me, however, they decided to crank up the techno music and bring the party to their room, count yourself in as their plus one and hang on for a ride into the middle of the night listening to your walls shake as they yell to be heard. 
I should note: I called the front desk and they sent security, this didn't really do much. The biggest issue is honestly the paper thin walls. It is kind of unreal how much you can hear, every word (so if you plan on having sex or private conversations, take note it will be a community experience for your neighbors).
At this point, I am beyond exhausted. I am paying a premium and haven't slept in two days. Being a frequent business traveller to NYC, I love a good deal that is in this neighborhood, but at this rate you couldn't pay me to return to the dream downtown.
Yes it's trendy, yes you might think $----$--- a night is a good deal... but do not be fooled. Unless your only plan is to party all night and sleep during the day (when it actually was quite peaceful) find another location!
Dream hotel = disaster.",InternetExplorer,Mobile,not happy
id10768,"Stayed in this hotel for - night in a king suite. We had booked a deal through wotif that stated --am check-in & -pm checkout - this worked perfectly for us as we arrived early morning after a long flight from Australia. When we arrived our room wasn't ready - they didn't seem to have any idea that the deal was listed on Wotif. We went for a wonder & had breakfast & our room was ready when we returned at about --.--am. The room was big, a separate bedroom to living area & we had a view of the Hollywood sign! Bed was extremely comfortable, not much other furniture in the room. Nothing wrong with the accommodation, good location if you are wanting to be in Hollywood, we weren't too keen on the area. We had a drink by the pool which was nice, good atmosphere. 
We checked with reception on the day we were to leave that the -pm checkout would be honoured (That was listed on our paperwork). The best they could do was -pm - this was ok with us but I think they need to look at what is being advertised on their suppliers websites as its false advertising!",Edge,Mobile,not happy
id10773,"Yeah I know this place was built in ----, and it says it is still decorated in that type of decor.... BUT they could have at least made the bathroom usable. The sink and tub are rusty and moldy. The mattresses are like sleeping on a hard wood floor. No air or heat, no in room TV or radio & like two electrical outlets in the entire room. Just overall disgusting. Front desk staff was rude, with his feet kicked up on the counter watching TV & eating a big plate of rice and beans. You can bet I WILL NEVER stay here again or recommend this dump, with the rudest staff.",Mozilla,Desktop,not happy
id10774,"The room might be a - star room, but the bathroom is definitely only - stars. I can see pipe sticking out of the wall in the tub and the water control looks like it's about to fall apart. I'm disappointed--I was looking for a more obviously --star experience.",Edge,Tablet,not happy
id10779,"This was a real let down.
We were told free internet, the only free net is when you have to stand in the public lobby and log in every -- min.It costs to get wifi in your room!how stupid.
Rooms are dated and the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""amazing city view"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" we were promised was just a view, nothing special.
There is no room in the mini bar for your own stuff and no tea and coffee facilities.
Wish I'd gone somewhere else",Edge,Tablet,not happy
id10781,"We stayed at the hotel for two days. Facility is nice and clean and pretty close to expressway, restaurants and shopping. We stayed on fifth floor and it was quite. Our complain is with lukewarm water in shower. It never got hot. The wifi also keep on dropping of. Breakfast was standard fare. Staff was friendly and attentive",Firefox,Tablet,not happy
id10783,"This Hotel cannot fail. Its Location makes it an obvious and irresistable place to stay. That is the root of its problem. Or more accuratly its customers problem. The Room was generous in size, with a sitting room and kitchenette. 
However, Wifi is unacceptable for this day and age. They use the the adjoining RV park system which is poor. the Bar is tired and closes early. All of this could be understood but the attitude of the Staff should overcome all of these things. I say should because my experience was that they did not really care. They were uninspired and that is a management issue. The business knows that tourists will come anyway. These leads to a complacent team that does the bare minimum. This could be a great experience. If you are staying at the heartbreak hotel you are looking for a particular experience. It needs the staff to realise and share in this. I've never heard a free ride in a pink cadillac described in such unenthusiastic tones. Its hard to convey but they almost put you off. It was the only time we felt unwelcome during a - week tour of Kentucky and Tennessee.",Edge,Desktop,not happy
id10784,"I cannot understand how various travel sites give the W New York a four star rating. At best, this one deserves three and that's being generous. This hotel's rooms are extremely small and not at all designed with a guest's comfort or needs in mind. There was not one drawer -- even in the deeply scratched desk or nightstand -- in the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""spectacular"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" room we booked for three nights. This was a two level upgrade above the even tinier """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""cozy"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" and """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""wonderful"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" levels. We referred to the room as our spectacular closet. Folded clothing was supposed to go into the narrow cubbies of a fabric hanging shelf thing, sold in home stores as a device in which to stack shoes. They hung this improvised dresser from the closet rod and it ate up half of the closet space. The bathroom was also miniscule with just a stall shower with no tub, and it smelled musty because there's no ventilation. When I complained about the smell which was reminiscent of old, wet towels, they sent someone from housekeeping to spray some heavily perfumed air freshener which just made it worse. The ambiance is pretentious and the place tries way too hard to be...I'm not quite sure what it's trying to be. 
On the plus side: the beds are comfortable, the Bliss toiletries are nice and the location can't be beat. The Waldorf, a Marriott, Doubletree, Kimberly Suites and the Benjamin are all within a block of this hotel and I'd opt for one of these before ever returning to this particular W. Very disappointing.",Firefox,Mobile,not happy
id10785,"I have stayed at this property several times. Starting June - the property came under new management. Before it was a great place to stay with friendly managers, clearn rooms, etc. Now with the new management, they jack you around with the rates - changing even after quoting a price, post notes on your door to come and pay them before the money is due, etc. The feel has really changed in this once very nice place.",Edge,Tablet,not happy
id10787,"Believe it or not this is all true. I'm here on business and have a sore throat and probably caught a cold. It's freezing in this room and I'm still here as I write this. I'm writing because nobody here will fix the problems.
First two nights, the room was freezing, in the --'s. I called down and engineering told me that the hotel is on air conditioning only - so turning the heat on will only blow cold air - until October --! I asked for a heater and he said we can only send up blankets. So that was day one - walking around with a blanket over my head and wrapped around me.
Day two: -am I call because I'm freezing. They said they have a massive group checking out and more heaters became available, and they'd send one """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""right up"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". They credited me one night stay.
---pm: Still no heater. I called down and with profuse apologies housekeeping sent one up - credited me a -nd night stay. The heater worked for all of - hours and broke. Telephone was broken (handset) so I had to use the portable phone to call and ask for the phone to be replaced. """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Right away, sir"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". It's --- next morning - still no phone. Oh also I was told the manager was very concerned and would call within three minutes - still have not heard.
Last night my girlfriend tried to take a bath - and the hot water wasn't working. Completely exhausted, we curled up in the freezing room. 
Two nights no heat in a freezing room. No hot water in the tub. Phone is broken. Requests that go unanswered. Welcome to the Waldorf Astoria!",Firefox,Mobile,not happy
id10789,"Good location about - blocks from the --th St mall, rooms very average Hilton style.
Staff helpful on the front desk, good breakfast buffet.",Firefox,Mobile,not happy
id10791,"Great location (--th & -th), really close to everything. Hotel still undergoing renovation but renovated rooms are cool. Small, but decent for NYC. Looked clean on first glance but then we found a sock which didn't belong to us, so we became a bit suspicious...! Also, things are just shabby around the edges - no accessible powerpoints, even when you find them half don't work. 
It's a decent hotel and great for a short stay, especially for the price, but just don't expect the earth. We found the concierge useless, and we found the luggage porters were not shy of asking for tips which we found a little forward. But otherwise, staff were very nice, it's convenient, and you'll have a good stay there.",Google Chrome,Desktop,not happy
